,input_1,input_2,input_3,input_4,input_5,input_6,output_1
223,2,2,2,1,4,2,0
224,2,2,2,2,1,1,1
225,2,2,2,2,1,2,0
226,2,2,2,2,2,1,0
227,2,2,2,2,2,2,0
228,2,2,2,2,3,1,0
229,2,2,2,2,3,2,0
230,2,2,2,2,4,1,0
231,2,2,2,2,4,2,0
232,2,2,2,3,1,1,1
233,2,2,2,3,1,2,0
234,2,2,2,3,2,1,0
235,2,2,2,3,2,2,0
236,2,2,2,3,3,1,0
237,2,2,2,3,3,2,0
238,2,2,2,3,4,1,0
239,2,2,2,3,4,2,0
240,2,3,1,1,1,1,0
241,2,3,1,1,1,2,0
242,2,3,1,1,2,1,0
243,2,3,1,1,2,2,1
244,2,3,1,1,3,1,0
245,2,3,1,1,3,2,1
246,2,3,1,1,4,1,0
247,2,3,1,1,4,2,1
248,2,3,1,2,1,1,0
249,2,3,1,2,1,2,1
250,2,3,1,2,2,1,1
251,2,3,1,2,2,2,0
252,2,3,1,2,3,1,1
253,2,3,1,2,3,2,0
254,2,3,1,2,4,1,1
255,2,3,1,2,4,2,0
256,2,3,1,3,1,1,0
257,2,3,1,3,1,2,1
258,2,3,1,3,2,1,1
259,2,3,1,3,2,2,0
260,2,3,1,3,3,1,1
261,2,3,1,3,3,2,0
262,2,3,1,3,4,1,1
263,2,3,1,3,4,2,0
264,2,3,2,1,1,1,0
265,2,3,2,1,1,2,1
266,2,3,2,1,2,1,1
267,2,3,2,1,2,2,0
268,2,3,2,1,3,1,1
269,2,3,2,1,3,2,0
270,2,3,2,1,4,1,1
271,2,3,2,1,4,2,0
272,2,3,2,2,1,1,1
273,2,3,2,2,1,2,0
274,2,3,2,2,2,1,0
275,2,3,2,2,2,2,0
276,2,3,2,2,3,1,0
277,2,3,2,2,3,2,0
278,2,3,2,2,4,1,0
279,2,3,2,2,4,2,0
280,2,3,2,3,1,1,1
281,2,3,2,3,1,2,0
282,2,3,2,3,2,1,0
283,2,3,2,3,2,2,0
284,2,3,2,3,3,1,0
285,2,3,2,3,3,2,0
286,2,3,2,3,4,1,0
287,2,3,2,3,4,2,0
288,3,1,1,1,1,1,0
289,3,1,1,1,1,2,0
290,3,1,1,1,2,1,0
291,3,1,1,1,2,2,0
292,3,1,1,1,3,1,0
293,3,1,1,1,3,2,0
294,3,1,1,1,4,1,0
295,3,1,1,1,4,2,0
296,3,1,1,2,1,1,0
297,3,1,1,2,1,2,0
298,3,1,1,2,2,1,0
299,3,1,1,2,2,2,1
300,3,1,1,2,3,1,0
301,3,1,1,2,3,2,1
302,3,1,1,2,4,1,0
303,3,1,1,2,4,2,1
304,3,1,1,3,1,1,0
305,3,1,1,3,1,2,0
306,3,1,1,3,2,1,0
307,3,1,1,3,2,2,1
308,3,1,1,3,3,1,0
309,3,1,1,3,3,2,1
310,3,1,1,3,4,1,0
311,3,1,1,3,4,2,1
312,3,1,2,1,1,1,0
313,3,1,2,1,1,2,0
314,3,1,2,1,2,1,0
315,3,1,2,1,2,2,1
316,3,1,2,1,3,1,0
317,3,1,2,1,3,2,1
318,3,1,2,1,4,1,0
319,3,1,2,1,4,2,1
320,3,1,2,2,1,1,0
321,3,1,2,2,1,2,1
322,3,1,2,2,2,1,1
323,3,1,2,2,2,2,0
324,3,1,2,2,3,1,1
325,3,1,2,2,3,2,0
326,3,1,2,2,4,1,1
327,3,1,2,2,4,2,0
328,3,1,2,3,1,1,0
329,3,1,2,3,1,2,1
330,3,1,2,3,2,1,1
331,3,1,2,3,2,2,0
332,3,1,2,3,3,1,1
333,3,1,2,3,3,2,0
334,3,1,2,3,4,1,1
335,3,1,2,3,4,2,0
336,3,2,1,1,1,1,0
337,3,2,1,1,1,2,0
338,3,2,1,1,2,1,0
339,3,2,1,1,2,2,1
340,3,2,1,1,3,1,0
341,3,2,1,1,3,2,1
342,3,2,1,1,4,1,0
343,3,2,1,1,4,2,1
344,3,2,1,2,1,1,0
345,3,2,1,2,1,2,1
346,3,2,1,2,2,1,1
347,3,2,1,2,2,2,0
348,3,2,1,2,3,1,1
349,3,2,1,2,3,2,0
350,3,2,1,2,4,1,1
351,3,2,1,2,4,2,0
352,3,2,1,3,1,1,0
353,3,2,1,3,1,2,1
354,3,2,1,3,2,1,1
355,3,2,1,3,2,2,0
356,3,2,1,3,3,1,1
357,3,2,1,3,3,2,0
358,3,2,1,3,4,1,1
359,3,2,1,3,4,2,0
360,3,2,2,1,1,1,0
361,3,2,2,1,1,2,1
362,3,2,2,1,2,1,1
363,3,2,2,1,2,2,0
364,3,2,2,1,3,1,1
365,3,2,2,1,3,2,0
366,3,2,2,1,4,1,1
367,3,2,2,1,4,2,0
368,3,2,2,2,1,1,1
369,3,2,2,2,1,2,0
370,3,2,2,2,2,1,0
371,3,2,2,2,2,2,0
372,3,2,2,2,3,1,0
373,3,2,2,2,3,2,0
374,3,2,2,2,4,1,0
375,3,2,2,2,4,2,0
376,3,2,2,3,1,1,1
377,3,2,2,3,1,2,0
378,3,2,2,3,2,1,0
379,3,2,2,3,2,2,0
380,3,2,2,3,3,1,0
381,3,2,2,3,3,2,0
382,3,2,2,3,4,1,0
383,3,2,2,3,4,2,0
384,3,3,1,1,1,1,0
385,3,3,1,1,1,2,0
386,3,3,1,1,2,1,0
387,3,3,1,1,2,2,1
388,3,3,1,1,3,1,0
389,3,3,1,1,3,2,1
390,3,3,1,1,4,1,0
391,3,3,1,1,4,2,1
392,3,3,1,2,1,1,0
393,3,3,1,2,1,2,1
394,3,3,1,2,2,1,1
395,3,3,1,2,2,2,0
396,3,3,1,2,3,1,1
397,3,3,1,2,3,2,0
398,3,3,1,2,4,1,1
399,3,3,1,2,4,2,0
400,3,3,1,3,1,1,0
401,3,3,1,3,1,2,1
402,3,3,1,3,2,1,1
403,3,3,1,3,2,2,0
404,3,3,1,3,3,1,1
405,3,3,1,3,3,2,0
406,3,3,1,3,4,1,1
407,3,3,1,3,4,2,0
408,3,3,2,1,1,1,0
409,3,3,2,1,1,2,1
410,3,3,2,1,2,1,1
411,3,3,2,1,2,2,0
412,3,3,2,1,3,1,1
413,3,3,2,1,3,2,0
414,3,3,2,1,4,1,1
415,3,3,2,1,4,2,0
416,3,3,2,2,1,1,1
417,3,3,2,2,1,2,0
418,3,3,2,2,2,1,0
419,3,3,2,2,2,2,0
420,3,3,2,2,3,1,0
421,3,3,2,2,3,2,0
422,3,3,2,2,4,1,0
423,3,3,2,2,4,2,0
424,3,3,2,3,1,1,1
425,3,3,2,3,1,2,0
426,3,3,2,3,2,1,0
427,3,3,2,3,2,2,0
428,3,3,2,3,3,1,0
429,3,3,2,3,3,2,0
430,3,3,2,3,4,1,0
431,3,3,2,3,4,2,0
